disp_gday,calc_gday,balance
202,202.59,409174
202,202.6,409174
202,202.61,409605
202,202.74,410286
202,202.75,410286
202,202.76,410286
202,202.77,410286
202,202.78,410286
202,202.79,410286
202,202.8,410286
202,202.81,411077
202,202.82,411077
202,202.83,411077
202,202.84,411077
202,202.85,412350
202,202.86,412350
202,202.87,412350
202,202.88,412350
202,202.89,412350
202,202.9,412350
202,202.91,412350
202,202.92,412350
202,202.93,412350
202,202.94,412350
202,202.95,412350
202,202.96,412350
202,202.97,412350
202,202.98,214550
202,202.99,214550
202,203.0,214550
202,203.01,214550
203,203.02,214655
203,203.03,215853
